word,count,pred,truth,category
فَاتَّبِعْنِي,1,ف | اتبع | ني,ف | اتبع | ن | ي,too_few_segments
أَهْدِكَ,1,أهد | ك,أ | هد | ك,too_few_segments
سَوِيًّا,1,سويا,سوي | ا,too_few_segments
يَمَسَّكَ,1,ي | مس | ك,ي | مسك,too_many_segments
أَرَاغِبٌ,1,أراغب,أ | راغب,too_few_segments
آلِهَتِي,1,آله | ة | ي,آله | ت | ي,wrong_content
لَأَرْجُمَنَّكَ,1,لأرجمن | ك,ل | أ | رجم | ن | ك,too_few_segments
وَاهْجُرْنِي,1,و | اهجر | ني,و | ا | هجر | ن | ي,too_few_segments
سَأَسْتَغْفِرُ,1,سأستغفر,س | أ | ستغفر,too_few_segments
وَأَعْتَزِلُكُمْ,1,و | أعتزل | كم,و | أ | عتزل | كم,too_few_segments
وَأَدْعُو,1,و | أدعو,و | أ | دعو,too_few_segments
وَهَبْنَا,1,و | هب | نا,وهب | نا,too_many_segments
نُورِثُ,1,نورث,ن | ورث,too_few_segments
نَتَنَزَّلُ,1,نتنزل,ن | تنزل,too_few_segments
لِعِبَادَتِهِ,1,ل | عباد | ة | ه,ل | عباد | ت | ه,wrong_content
لَسَوْفَ,1,لسوف,ل | سوف,too_few_segments
لَنَحْشُرَنَّهُمْ,1,لنحشرن | هم,ل | ن | حشر | ن | هم,too_few_segments
لَنُحْضِرَنَّهُمْ,1,لنحضرن | هم,ل | ن | حضر | ن | هم,too_few_segments
لَنَنْزِعَنَّ,1,لننزعن,ل | ن | نزع | ن,too_few_segments
وَارِدُهَا,1,و | ارد | ها,وارد | ها,too_many_segments
وَنَذَرُ,1,و | نذر,و | ن | ذر,too_few_segments
وَرِئْيَاً,1,و | رئي | ا,رئي | ا,too_many_segments
لَأُوتَيَنَّ,1,لأوت | ين,ل | أ | وتي | ن,too_few_segments
أَطَّلَعَ,1,أطلع,أ | طلع,too_few_segments
وَنَرِثُهُ,1,و | نرث | ه,و | ن | رث | ه,too_few_segments
إِدَّاً,1,إد | ا,إدا,too_many_segments
آتِي,1,آت | ي,آتي,too_many_segments
الثَّرَى,1,ال | ثرى,ال | ثري,wrong_content
نَعْلَيْكَ,1,ن | علي | ك,نعل | ي | ك,wrong_content
اخْتَرْتُكَ,1,اختر | ة | ك,اختر | ت | ك,wrong_content
فَاعْبُدْنِي,1,ف | اعبد | ني,ف | ا | عبد | ن | ي,too_few_segments
أَكَادُ,1,أكاد,أ | كاد,too_few_segments
أُخْفِيهَا,1,أخفي | ها,أ | خفي | ها,too_few_segments
يَصُدَّنَّكَ,1,ي | صدن | ك,ي | صد | ن | ك,too_few_segments
أَتَوَكَّأُ,1,أ | ت | وكأ,أ | توكأ,too_many_segments
وَأَهُشُّ,1,و | أهش,و | أ | هش,too_few_segments
سِيرَتَهَا,1,س | يرت | ها,سير | ة | ها,wrong_content
لِنُرِيَكَ,1,ل | نري | ك,ل | ن | ري | ك,too_few_segments
وَأَشْرِكْهُ,1,و | أشرك | ه,و | أ | شرك | ه,too_few_segments
أُوتِيتَ,1,أوتيت,أوتي | ت,too_few_segments
اقْذِفِيهِ,1,اقذفي | ه,ا | قذف | ي | ه,too_few_segments
فَاقْذِفِيهِ,1,ف | اقذفي | ه,ف | ا | قذف | ي | ه,too_few_segments
فَلْيُلْقِهِ,1,فليلق | ه,ف | ل | ي | لق | ه,too_few_segments
عَيْنِي,1,عي | ني,عين | ي,wrong_content
فَنَجَّيْنَاكَ,1,ف | نجي | نا | ك,ف | نجي | ك,too_many_segments
فُتُونَاً,1,ف | تون | ا,فتون | ا,too_many_segments
وَاصْطَنَعْتُكَ,1,و | اصطنع | ة | ك,و | اصطنع | ت | ك,wrong_content
تَنَيَا,1,تنيا,ت | ني | ا,too_few_segments
لَيِّنَاً,1,ل | ين | ا,لين | ا,too_many_segments
تَخَافَا,1,تخافا,ت | خاف | ا,too_few_segments
أَسْمَعُ,1,أسمع,أ | سمع,too_few_segments
وَأَرَى,1,و | أرى,و | أ | رى,too_few_segments
فَأْتِيَاهُ,1,فأتيا | ه,ف | أتي | ا | ه,too_few_segments
رَسُولَا,1,رسولا,رسول | ا,too_few_segments
نَبَاتٍ,1,نب | ات,نبات,too_many_segments
فَلَنَأْتِيَنَّكَ,1,ف | لنأتين | ك,ف | ل | ن | أتي | ن | ك,too_few_segments
فَتَنَازَعُوا,1,ف | ت | نازع | وا,ف | تنازع | وا,too_many_segments
لَسَاحِرَانِ,1,لساحران,ل | ساحر | ان,too_few_segments
يُرِيدَانِ,1,يريدان,ي | ريد | ان,too_few_segments
يُخْرِجَاكُمْ,1,ي | خرجا | كم,ي | خرج | ا | كم,too_few_segments
وَيَذْهَبَا,1,و | ي | ذهبا,و | ي | ذهب | ا,too_few_segments
بِطَرِيقَتِكُمُ,1,ب | طريق | ة | كم,ب | طريق | ت | كم,wrong_content
فَلَأُقَطِّعَنَّ,1,ف | لأقطعن,ف | ل | أ | قطع | ن,too_few_segments
فَطَرَنَا,1,ف | طر | نا,فطر | نا,too_many_segments
فَاقْضِ,1,ف | اقض,ف | ا | قض,too_few_segments
أَكْرَهْتَنَا,1,أكره | ة | نا,أكره | ت | نا,wrong_content
يَأْتِهِ,1,ي | أته,ي | أت | ه,too_few_segments
وَعَجِلْتُ,1,و | عجل | ت,و | عجلك | ت,wrong_content
لِتَرْضَى,1,ل | ت | رضى,ل | ت | رضي,wrong_content
يَعِدْكُمْ,1,يعد | كم,ي | عد | كم,too_few_segments
أَفَطَالَ,1,أفطال,أ | ف | طال,too_few_segments
فُتِنْتُمْ,1,ف | ت | نتم,فتن | تم,too_many_segments
تَتَّبِعَنِ,1,تتبعن,ت | تبع | ن,too_few_segments
أَفَعَصَيْتَ,1,أفعصي | ت,أ | ف | عصي | ت,too_few_segments
يَاابْنَأُمَّ,1,يا | ابنأم,يا | ابن,wrong_content
تَأْخُذْ,1,ت | أخذ,أم | لا,wrong_content
بِلِحْيَتِي,1,ب | لحي | ة | ي,ت | ب | أخذ | لحي | ت | ي,too_few_segments
خَشِيتُ,1,خشيت,خشي | ت,too_few_segments
فَرَّقْتَ,1,ف | رق | ت,فرق | ت,too_many_segments
لَنُحَرِّقَنَّهُ,1,لنحرقن | ه,ل | ن | حرق | ن | ه,too_few_segments
لَنَنْسِفَنَّهُ,1,لننسفن | ه,ل | ن | نسف | ن | ه,too_few_segments
فَيَذَرُهَا,1,ف | يذر | ها,ف | ي | ذر | ها,too_few_segments
الدَّاعِيَ,1,ال | داع | ي,ال | داعي,too_many_segments
وَخَشَعَتِ,1,و | خشعت,و | خشع | ت,too_few_segments
الْأَصْوَاتُ,1,ال | أصو | ات,ال | أصوات,too_many_segments
وَعَنَتِ,1,و | عنت,و | عن | ت,too_few_segments
الْوُجُوهُ,1,ال | وجو | ه,ال | وجوه,too_many_segments
زِدْنِي,1,زد | ني,زد | ن | ي,too_few_segments
يُخْرِجَنَّكُمَا,1,ي | خرجن | كما,ي | خرج | ن | كما,too_few_segments
تَجُوعَ,1,تجوع,ت | جوع,too_few_segments
أَدُلُّكَ,1,أدل | ك,أ | دل | ك,too_few_segments
فَأَكَلَا,1,ف | أكلا,ف | أكل | ا,too_few_segments
اهْبِطَا,1,اهبطا,ا | هبط | ا,too_few_segments
حَشَرْتَنِي,1,حشر | ة | ني,حشر | ت | ن | ي,too_few_segments
أَتَتْكَ,1,أ | تتك,أت | ت | ك,too_few_segments
فَنَسِيتَهَا,1,ف | نسيت | ها,ف | نسي | ت | ها,too_few_segments
السَّوِيِّ,1,ال | سوي,ال | سو | ي,too_few_segments
اسْتَمَعُوهُ,1,استمعو | ه,استمع | و | ه,too_few_segments
لَاهِيَةً,1,ل | اهي | ة,لاهي | ة,too_many_segments
أَفَتَأْتُونَ,1,أفتأت | ون,أ | ف | ت | أت | ون,too_few_segments
فَلْيَأْتِنَا,1,فليأ | ة | نا,ف | ل | ي | أت | نا,too_few_segments
أَفَهُمْ,1,أف | هم,أ | ف | هم,too_few_segments
وَمَسَاكِنِكُمْ,1,و | مسا | كن | كم,و | مساكن | كم,too_many_segments
لَاتَّخَذْنَاهُ,1,لاتخذ | نا | ه,ل | اتخذ | نا | ه,too_few_segments
لَفَسَدَتَا,1,لفسدتا,ل | فسد | ت | ا,too_few_segments
يَسْبِقُونَهُ,1,ي | سبقون | ه,ي | سبق | ون | ه,too_few_segments
وُجُوهِهِمُ,1,و | جوه | هم,وجوه | هم,too_many_segments
أَفَهُمُ,1,أف | هم,أ | ف | هم,too_few_segments
أُنْذِرُكُمْ,1,أنذر | كم,أ | نذر | كم,too_few_segments
وَنَضَعُ,1,و | نضع,و | ن | ضع,too_few_segments
الْمَوَازِينَ,1,ال | مواز | ين,ال | موازين,too_many_segments
أَفَأَنْتُمْ,1,أ | فأن | تم,أ | ف | أنتم,wrong_content
فَطَرَهُنَّ,1,ف | طر | هن,فطر | هن,too_many_segments
وَتَاللَّهِ,1,و | تالل | ه,و | ت | ال | له,too_few_segments
لَأَكِيدَنَّ,1,لأكيدن,ل | أ | كيد | ن,too_few_segments
فَعَلَهُ,1,ف | عله,فعل | ه,wrong_content
فَاسْأَلُوهُمْ,1,ف | ا | سألو | هم,ف | ا | سأل | و | هم,too_few_segments
نُكِسُوا,1,ن | ك | سوا,نكس | وا,too_many_segments
أَفَتَعْبُدُونَ,1,أفتعبد | ون,أ | ف | ت | عبد | ون,too_few_segments
وَلِمَا,1,و | لما,و | ل | ما,too_few_segments
وَانْصُرُوا,1,و | ا | ن | صر | وا,و | ا | نصر | وا,too_many_segments
كُونِي,1,كو | ني,كون | ي,wrong_content
لَبُوسٍ,1,ل | بوس,لبوس,too_many_segments
تَذَرْنِي,1,تذر | ني,ت | ذر | ن | ي,too_few_segments
وَيَدْعُونَنَا,1,و | ي | دعون | نا,و | ي | دع | ون | نا,too_few_segments
يَأْجُوجُ,1,ي | أجوج,يأجوج,too_many_segments
وَارِدُونَ,1,و | ارد | ون,وارد | ون,too_many_segments
وَرَدُوهَا,1,و | ردو | ها,ورد | و | ها,wrong_content
وَتَتَلَقَّاهُمُ,1,و | تتلقا | هم,و | ت | تلقا | هم,too_few_segments
يَوْمُكُمُ,1,ي | وم | كم,يوم | كم,too_many_segments
كَطَيِّ,1,كطي,ك | طي,too_few_segments
نُعِيدُهُ,1,نعيد | ه,ن | عيد | ه,too_few_segments
آذَنْتُكُمْ,1,آذن | ة | كم,آذن | ت | كم,wrong_content
وَتَضَعُ,1,و | تضع,و | ت | ضع,too_few_segments
وَيَتَّبِعُ,1,و | يتبع,و | ي | تبع,too_few_segments
تَوَلَّاهُ,1,ت | ولا | ه,تولا | ه,too_many_segments
وَنُذِيقُهُ,1,و | نذيق | ه,و | ن | ذيق | ه,too_few_segments
يَدَاكَ,1,يدا | ك,يد | ا | ك,too_few_segments
نَفْعِهِ,1,ن | فعه,نفع | ه,wrong_content
لْيَقْطَعْ,1,ليقطع,ل | ي | قطع,too_few_segments
يُذْهِبَنَّ,1,ي | ذهبن,ي | ذهب | ن,too_few_segments
يُهِنِ,1,يهن,ي | هن,too_few_segments
لْيَقْضُوا,1,ليقض | وا,ل | ي | قض | وا,too_few_segments
وَلْيُوفُوا,1,وليوف | وا,و | ل | ي | وف | وا,too_few_segments
نُذُورَهُمْ,1,ن | ذور | هم,نذور | هم,too_many_segments
وَلْيَطَّوَّفُوا,1,وليطوف | وا,و | ل | ي | طوف | وا,too_few_segments
وَجَبَتْ,1,و | جب | ت,وجب | ت,too_many_segments
يَنَالَ,1,ينال,ي | نال,too_few_segments
يَنَالُهُ,1,ينال | ه,ي | نال | ه,too_few_segments
يُدَافِعُ,1,يدافع,ي | دافع,too_few_segments
نَصْرِهِمْ,1,ن | صر | هم,نصر | هم,too_many_segments
لَهُدِّمَتْ,1,لهدم | ت,ل | هدم | ت,too_few_segments
وَلَيَنْصُرَنَّ,1,و | لينصرن,و | ل | ي | نصر | ن,too_few_segments
وَنَهَوْا,1,و | ن | هوا,و | نه | وا,wrong_content
فَكَأَيِّنْ,1,ف | ك | أين,ف | كأين,too_many_segments
كَأَلْفِ,1,كألف,ك | ألف,too_few_segments
أَخَذْتُهَا,1,أخذ | ة | ها,أخذ | ت | ها,wrong_content
وَإِلَيَّ,1,و | إلى | ي,و | إل | ي,wrong_content
أُمْنِيَّتِهِ,1,أم | ني | ة | ه,أمني | ة | ه,too_many_segments
لَهَادِ,1,لهاد,ل | هاد,too_few_segments
لَيَرْزُقَنَّهُمُ,1,ليرزقن | هم,ل | ي | رزق | ن | هم,too_few_segments
لَيُدْخِلَنَّهُمْ,1,ليدخلن | هم,ل | ي | دخل | ن | هم,too_few_segments
يَرْضَوْنَهُ,1,ي | رضون | ه,ي | رض | و | ن | ه,too_few_segments
لَيَنْصُرَنَّهُ,1,لينصرن | ه,ل | ي | نصر | ن | ه,too_few_segments
تَقَعَ,1,تقع,ت | قع,too_few_segments
نَاسِكُوهُ,1,ناسكو | ه,ناسك | و | ه,too_few_segments
يُنَازِعُنَّكَ,1,ينازعن | ك,ي | نازع | ن | ك,too_few_segments
جَادَلُوكَ,1,جادلو | ك,جادل | و | ك,too_few_segments
وُجُوهِ,1,و | جوه,وجوه,too_many_segments
يَسْطُونَ,1,ي | سط | ون,ي | سط | و | ن,too_few_segments
أَفَأُنَبِّئُكُمْ,1,أفأنبئ | كم,أ | ف | أ | نبئ | كم,too_few_segments
يَسْتَنْقِذُوهُ,1,ي | ستنقذوه,ي | ستنقذ | و | ه,too_few_segments
يَصْطَفِي,1,ي | صطف | ي,ي | صطفي,too_many_segments
فَاعِلُونَ,1,ف | اعل | ون,فاعل | ون,too_many_segments
لَمَيِّتُونَ,1,لميت | ون,ل | ميت | ون,too_few_segments
فَأَنْشَأْنَا,1,ف | أنشأ | نا,ف | أنشأ | أنا,wrong_content
سَيْنَاءَ,1,س | يناء,سيناء,too_many_segments
يَتَفَضَّلَ,1,يتفضل,ي | تفضل,too_few_segments
فَاسْلُكْ,1,ف | ا | سلك,ف | اسلك,too_many_segments
أَنْزِلْنِي,1,أنزل | ني,أنزل | ن | ي,too_few_segments
لَمُبْتَلِينَ,1,لمبتل | ين,ل | مبتل | ين,too_few_segments
أَطَعْتُمْ,1,أ | طع | تم,أطع | تم,too_many_segments
أَيَعِدُكُمْ,1,أ | يعد | كم,أ | ي | عد | كم,too_few_segments
مِتُّمْ,1,متم,مت | تم,too_few_segments
لَيُصْبِحُنَّ,1,ليصبحن,ل | ي | صبح | ن,too_few_segments
تَتْرَا,1,ت | ترا,تترى,too_many_segments
كَذَّبُوهُ,1,كذبو | ه,كذب | و | ه,too_few_segments
وَمَعِينٍ,1,و | مع | ين,و | معين,too_many_segments
غَمْرَتِهِمْ,1,غمر | ة | هم,غمر | ت | هم,wrong_content
نُسَارِعُ,1,نسارع,ن | سارع,too_few_segments
وَجِلَةٌ,1,و | جل | ة,وجل | ة,too_many_segments
مُتْرَفِيهِمْ,1,مترفي | هم,مترف | ي | هم,too_few_segments
يَجْأَرُونَ,1,ي | جأر | ون,ي | جأر | و | ن,too_few_segments
تَنْكِصُونَ,1,ت | نكص | ون,ت | نكص | و | ن,too_few_segments
تَهْجُرُونَ,1,ت | هجر | ون,ت | هجر | و | ن,too_few_segments
لَتَدْعُوهُمْ,1,لتدعو | هم,ل | ت | دعو | هم,too_few_segments
لَنَاكِبُونَ,1,لناكب | ون,ل | ناكب | ون,too_few_segments
لَلَجُّوا,1,ل | ال | جوا,ل | لج | وا,wrong_content
تُسْحَرُونَ,1,ت | سحر | ون,ت | سحر | و | ن,too_few_segments
تُرِيَنِّي,1,ت | رين | ني,ت | ري | ن | ي,too_few_segments
نُرِيَكَ,1,نري | ك,ن | ري | ك,too_few_segments
وَأَعُوذُ,1,و | أعوذ,و | أ | عوذ,too_few_segments
يَحْضُرُونِ,1,ي | حضر | ون,ي | حضر | و | ن,too_few_segments
كَالِحُونَ,1,ك | ال | حون,كالح | ون,too_many_segments
شِقْوَتُنَا,1,شقو | ة | نا,شقو | ت | نا,wrong_content
تُكَلِّمُونِ,1,ت | كلم | ون,ت | كلم | و | ن,too_few_segments
أَنْسَوْكُمْ,1,أنسو | كم,أنس | و | كم,too_few_segments
تَضْحَكُونَ,1,ت | ضحك | ون,ت | ضحك | و | ن,too_few_segments
جَزَيْتُهُمُ,1,جزي | ة | هم,جزي | ت | هم,wrong_content
أَفَحَسِبْتُمْ,1,أ | فحسب | تم,أ | ف | حسب | تم,too_few_segments
وَارْحَمْ,1,و | ا | رحم,و | ارحم,too_many_segments
وَالزَّانِي,1,و | ال | زا | ني,و | ال | زاني,too_many_segments
فَاجْلِدُوا,1,ف | ا | جلد | وا,ف | اجلد | وا,too_many_segments
وَلْيَشْهَدْ,1,وليشهد,و | ل | ي | شهد,too_few_segments
الزَّانِي,1,ال | زا | ني,ال | زاني,too_many_segments
فَاجْلِدُوهُمْ,1,ف | ا | جلدو | هم,ف | ا | جلد | و | هم,too_few_segments
تَحْسَبُوهُ,1,ت | حسبو | ه,ت | حسب | و | ه,too_few_segments
كِبْرَهُ,1,ك | بره,كبر | ه,wrong_content
تَلَقَّوْنَهُ,1,ت | لقون | ه,تلق | و | ن | ه,too_few_segments
بِأَلْسِنَتِكُمْ,1,ب | ألسن | ة | كم,ب | ألسن | ت | كم,wrong_content
وَتَحْسَبُونَهُ,1,و | ت | حسبون | ه,و | ت | حسب | و | ن | ه,too_few_segments
نَتَكَلَّمَ,1,نتكلم,ن | تكلم,too_few_segments
يَعِظُكُمُ,1,يعظ | كم,ي | عظ | كم,too_few_segments
تَشِيعَ,1,تشيع,ت | شيع,too_few_segments
يَتَّبِعْ,1,يتبع,ي | تبع,too_few_segments
وَلْيَعْفُوا,1,وليعف | وا,و | ل | ي | عف | وا,too_few_segments
وَلْيَصْفَحُوا,1,وليصفح | وا,و | ل | ي | صفح | وا,too_few_segments
أَلْسِنَتُهُمْ,1,ألسن | ة | هم,ألسن | ت | هم,wrong_content
تَدْخُلُوهَا,1,ت | دخلو | ها,ت | دخل | و | ها,too_few_segments
يَغْضُضْنَ,1,ي | غضضن,ي | غضض | ن,too_few_segments
وَيَحْفَظْنَ,1,و | ي | حفظن,و | ي | حفظ | ن,too_few_segments
فُرُوجَهُنَّ,1,ف | روج | هن,فروج | هن,too_many_segments
وَلْيَضْرِبْنَ,1,وليضربن,و | ل | ي | ضرب | ن,too_few_segments
